"","Year","new.place","cu","FEM","FEF","FSM","FSF","SCM","SCF","SFM","SFF","SNM","SNF","SCA","SFA","SNA","FEA","FSA","long","lat","lat1","lat2","lat3","lat4","long2","long3"
"115",2005,"Delaware",20.6,75.6,74.3,24.4,25.7,22.5,19,28.6,26,48.9,55.1,20.6,27.2,52.1,75,25,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"116",2006,"Delaware",21.7,82,71,18,29,23.3,20.3,30.4,24.5,46.3,55.2,21.7,27.3,50.9,76.7,23.3,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"117",2007,"Delaware",18.9,80.9,78.8,19.1,21.2,17.5,20.3,28.3,24.1,54.2,55.6,18.9,26.1,54.9,79.7,20.3,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"118",2008,"Delaware",17.8,76,74.3,24,25.7,20.3,15.4,31.3,26,48.4,58.5,17.8,28.5,53.7,75.2,24.8,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"119",2009,"Delaware",18.3,73.3,71.9,26.7,28.1,20.2,16.6,31.1,25.8,48.7,57.6,18.3,28.4,53.4,72.7,27.3,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"120",2010,"Delaware",17.3,70.9,77.6,29.1,22.4,19.9,14.9,27.8,25.8,52.3,59.3,17.3,26.8,56,73.9,26.1,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"121",1996,"District of Columbia",20.5,79.5,64.9,20.5,35.1,24,17.6,18.2,17.5,57.9,64.9,20.5,17.8,61.7,72.7,27.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"122",1997,"District of Columbia",18.8,69,55.1,31,44.9,22.7,15.4,16,15.6,61.3,69,18.8,15.8,65.4,62.8,37.2,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"123",1998,"District of Columbia",21.6,73.8,65.3,26.2,34.7,24.4,19.3,17.3,16.8,58.3,64,21.6,17,61.3,69.7,30.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"124",1999,"District of Columbia",20.6,65.9,64.8,34.1,35.2,21.4,19.8,17.6,14.9,61,65.3,20.6,16.1,63.3,65.3,34.7,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"125",2000,"District of Columbia",20.9,69.6,63.3,30.4,36.7,22.1,19.9,23.7,20.5,54.2,59.6,20.9,22,57.1,66.4,33.6,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"126",2001,"District of Columbia",20.8,59.6,57.9,40.4,42.1,24.9,17.3,24.2,22.6,50.9,60.1,20.8,23.3,55.9,58.8,41.2,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"127",2002,"District of Columbia",20.4,64.5,67,35.5,33,23.7,17.6,23,18.1,53.3,64.3,20.4,20.4,59.2,65.7,34.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"128",2003,"District of Columbia",22,60.5,66.5,39.5,33.5,26,18.6,22.5,22,51.5,59.4,22,22.2,55.8,63.2,36.8,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"129",2004,"District of Columbia",20.9,59.2,61,40.8,39,25.2,17.1,21,17.6,53.7,65.3,20.9,19.2,59.9,60,40,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"130",2005,"District of Columbia",20,56.1,59.6,43.9,40.4,23,17.5,22.2,20.8,54.8,61.7,20,21.5,58.5,57.7,42.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"131",2006,"District of Columbia",17.9,57.6,60.8,42.4,39.2,21.3,14.9,23.2,21.1,55.4,64,17.9,22.1,60,59,41,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"132",2007,"District of Columbia",17.2,63.5,65.9,36.5,34.1,19.1,15.6,23.2,21.8,57.8,62.7,17.2,22.4,60.4,64.7,35.3,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"133",2008,"District of Columbia",16.2,55.5,59,44.5,41,19.2,13.7,23.3,21.9,57.5,64.4,16.2,22.5,61.2,57.1,42.9,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"134",2009,"District of Columbia",15.3,60.6,58.4,39.4,41.6,15.8,14.8,26.7,22,57.5,63.2,15.3,24.2,60.6,59.4,40.6,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"135",2010,"District of Columbia",15.6,63.7,63.5,36.3,36.5,18,13.6,24.6,22.3,57.3,64.1,15.6,23.4,61,63.6,36.4,-77.0368707,38.9071923,38.1571923,38.6571923,39.1571923,39.6571923,-77.0368707,-77.0368707
"136",1996,"Florida",21.8,80.7,85.6,19.3,14.4,23.3,20.4,36.1,25.8,40.6,53.8,21.8,30.7,47.5,83.1,16.9,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"137",1997,"Florida",23.6,83.6,84.1,16.4,15.9,26,21.4,30.2,22.9,43.8,55.7,23.6,26.4,50,83.8,16.2,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"138",1998,"Florida",22,80.8,83.2,19.2,16.8,23.4,20.6,30.3,22.3,46.3,57.1,22,26.1,51.9,82,18,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"139",1999,"Florida",20.6,75.2,83.5,24.8,16.5,22.3,19.1,31.4,22.6,46.4,58.2,20.6,26.8,52.6,79.2,20.8,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"140",2000,"Florida",23.2,77.2,75.8,22.8,24.2,24.4,22.1,32.1,23.1,43.5,54.8,23.2,27.4,49.4,76.5,23.5,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"141",2001,"Florida",22.4,79.6,76.5,20.4,23.5,25.6,19.4,30.4,24.9,44,55.7,22.4,27.5,50.1,78.2,21.8,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"142",2002,"Florida",22,80.1,81.5,19.9,18.5,23.5,20.7,27.6,22.8,48.9,56.5,22,25.1,52.9,80.8,19.2,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"143",2003,"Florida",23.9,69.3,76.6,30.7,23.4,25.9,22,31.4,22.4,42.7,55.5,23.9,26.8,49.3,72.8,27.2,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"144",2004,"Florida",20.2,71.8,72.2,28.2,27.8,23.1,17.5,28.9,23,48,59.5,20.2,25.8,53.9,72,28,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"145",2005,"Florida",21.7,66.5,74.4,33.5,25.6,24.7,18.8,30.2,23.4,45.1,57.7,21.7,26.7,51.6,70.1,29.9,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"146",2006,"Florida",21,77.3,74.4,22.7,25.6,23.5,18.7,29.6,22.8,46.9,58.5,21,26.1,52.9,76,24,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"147",2007,"Florida",19.3,73.2,74.8,26.8,25.2,21.2,17.5,28.9,23.7,49.9,58.8,19.3,26.2,54.5,74,26,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"148",2008,"Florida",17.5,72.8,73.9,27.2,26.1,18.8,16.4,29.5,22.9,51.8,60.8,17.5,26.1,56.4,73.3,26.7,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"149",2009,"Florida",17.1,76.9,73,23.1,27,18,16.3,31.4,24,50.6,59.7,17.1,27.6,55.3,75,25,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"150",2010,"Florida",17.1,67,73,33,27,18.4,16,33.4,26.5,48.2,57.6,17.1,29.8,53,69.9,30.1,-81.5157535,27.6648274,26.9148274,27.4148274,27.9148274,28.4148274,-81.5157535,-81.5157535
"151",1996,"Georgia",20.3,89.3,79.6,10.7,20.4,24.7,16.2,16.4,12.2,59,71.6,20.3,14.2,65.6,85.2,14.8,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"152",1997,"Georgia",22.4,81.1,75.6,18.9,24.4,25.2,19.8,17.1,13.7,57.7,66.4,22.4,15.3,62.3,78.5,21.5,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"153",1998,"Georgia",23.6,83.5,83.7,16.5,16.3,28,19.7,26.7,17.6,45.4,62.7,23.6,21.9,54.5,83.6,16.4,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"154",1999,"Georgia",23.7,78.6,75.2,21.4,24.8,28.3,19.6,26.8,18.6,44.9,61.8,23.7,22.5,53.7,77.1,22.9,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"155",2000,"Georgia",23.5,78.3,78,21.7,22,26.3,20.9,26.6,19.2,47.1,59.9,23.5,22.7,53.8,78.1,21.9,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"156",2001,"Georgia",23.7,73.2,75.1,26.8,24.9,25.7,21.8,25.9,16.9,48.3,61.3,23.7,21.2,55.1,74.1,25.9,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"157",2002,"Georgia",23.2,74.3,78.1,25.7,21.9,26.6,20.1,27.7,17.5,45.6,62.4,23.2,22.4,54.3,76,24,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"158",2003,"Georgia",22.8,71.9,73.6,28.1,26.4,25.8,19.9,26,17.6,48.2,62.5,22.8,21.7,55.6,72.6,27.4,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"159",2004,"Georgia",20,73.6,77,26.4,23,22.3,17.8,24.9,17.2,52.8,65.1,20,20.9,59.1,75.1,24.9,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"160",2005,"Georgia",22.1,75.8,71.6,24.2,28.4,25.1,19.3,25.7,18.2,49.2,62.4,22.1,21.9,56,74,26,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"161",2006,"Georgia",19.9,67,75.2,33,24.8,22.4,17.6,24.7,17.9,52.9,64.5,19.9,21.2,58.8,70.7,29.3,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"162",2007,"Georgia",19.4,75.4,76.7,24.6,23.3,21.2,17.6,26,19.6,52.8,62.9,19.4,22.7,57.9,76,24,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"163",2008,"Georgia",19.5,73.3,75.5,26.7,24.5,21.8,17.4,24.7,18.2,53.5,64.4,19.5,21.4,59.1,74.3,25.7,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"164",2009,"Georgia",17.7,67.1,76.4,32.9,23.6,20,15.5,24.6,19.6,55.4,64.9,17.7,22,60.3,71.3,28.7,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"165",2010,"Georgia",17.6,74.3,70.5,25.7,29.5,20,15.4,27.9,18.6,52.1,66,17.6,23.1,59.3,72.6,27.4,-82.9000751,32.1656221,31.4156221,31.9156221,32.4156221,32.9156221,-82.9000751,-82.9000751
"166",1996,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"167",1997,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"168",1998,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"169",1999,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"170",2000,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"171",2001,"Guam",31.2,85.3,84.4,14.7,15.6,38.6,23,15,8.3,46.4,68.6,31.2,11.8,57,85,15,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"172",2002,"Guam",31.9,80.1,72.9,19.9,27.1,40.6,22.4,19.7,10.8,39.7,66.7,31.9,15.5,52.6,77.7,22.3,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"173",2003,"Guam",34,79.1,74,20.9,26,42,25.9,20,8.4,38,65.7,34,14.3,51.7,77.2,22.8,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"174",2004,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"175",2005,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"176",2006,"Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"177",2007,"Guam",31,75.4,75.3,24.6,24.7,38.5,23.2,20,8.1,41.5,68.7,31,14.1,54.9,75.4,24.6,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"178",2008,"Guam",27.4,76.2,79,23.8,21,33.3,21.3,26.2,12.4,40.5,66.3,27.4,19.4,53.2,77.2,22.8,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"179",2009,"Guam",24.1,77.3,79.9,22.7,20.1,30.9,17.1,13.1,9,56,73.9,24.1,11.1,64.8,78.2,21.8,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"180",2010,"Guam",25.8,73.6,80.7,26.4,19.3,30.3,21.2,22.5,10.6,47.2,68.2,25.8,16.6,57.6,76.5,23.5,144.793731,13.444304,12.694304,13.194304,13.694304,14.194304,144.793731,144.793731
"181",1996,"Hawaii",22.2,80.6,84.3,19.4,15.7,25.6,18.8,28.8,19.4,45.6,61.9,22.2,24.1,53.7,82.2,17.8,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"182",1997,"Hawaii",18.7,75,78.5,25,21.5,21.5,15.8,31.7,21,46.8,63.2,18.7,26.4,54.9,76.5,23.5,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"183",1998,"Hawaii",19.5,83.7,77.5,16.3,22.5,22.2,16.7,29.9,22.3,47.9,61,19.5,26.1,54.4,81.1,18.9,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"184",1999,"Hawaii",18.5,78,78,22,22,20.1,16.9,26.5,19.3,53.5,63.7,18.5,22.9,58.6,78,22,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"185",2000,"Hawaii",19.7,80.8,79.6,19.2,20.4,22.9,16.3,27.8,20.4,49.3,63.2,19.7,24.2,56.2,80.3,19.7,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"186",2001,"Hawaii",20.5,79.9,81,20.1,19,24.7,16.3,26.4,21.6,48.9,62.1,20.5,24,55.5,80.4,19.6,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"187",2002,"Hawaii",21,83.5,78.3,16.5,21.7,26.1,16,27.2,21.3,46.7,62.7,21,24.3,54.7,81.5,18.5,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"188",2003,"Hawaii",17.2,80.5,83,19.5,17,20,14.5,30.3,18,49.7,67.5,17.2,24.1,58.6,81.6,18.4,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"189",2004,"Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"190",2005,"Hawaii",17,70.4,71.7,29.6,28.3,19.2,14.9,31.3,21.2,49.5,63.9,17,26.2,56.8,71,29,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"191",2006,"Hawaii",17.5,74.8,73.3,25.2,26.7,19.2,15.9,29.4,21,51.4,63.1,17.5,25.1,57.3,74.1,25.9,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"192",2007,"Hawaii",17,77.6,74.1,22.4,25.9,19.7,14.3,29.3,22.7,51,63,17,26,57,76.1,23.9,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"193",2008,"Hawaii",15.4,74.9,78.1,25.1,21.9,18.2,12.7,28.6,22.3,53.2,65,15.4,25.4,59.2,76.3,23.7,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"194",2009,"Hawaii",15.4,65.9,69.2,34.1,30.8,16.8,13.9,30.6,23.2,52.5,62.9,15.4,26.9,57.7,67.4,32.6,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"195",2010,"Hawaii",14.5,72.5,75.9,27.5,24.1,16,13,30.2,20.5,53.9,66.5,14.5,25.3,60.2,74,26,-155.5827818,19.8967662,19.1467662,19.6467662,20.1467662,20.6467662,-155.5827818,-155.5827818
"196",1996,"Idaho",21.1,82.6,76.3,17.4,23.7,21.2,21,28.6,17.4,50.2,61.6,21.1,22.8,56,79.4,20.6,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"197",1997,"Idaho",19.9,75.1,82.5,24.9,17.5,21.8,18.1,31.2,17.7,47,64.2,19.9,24.3,55.8,78.5,21.5,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"198",1998,"Idaho",20.3,79.3,76.5,20.7,23.5,21.9,18.7,30.6,20,47.6,61.3,20.3,25.2,54.6,78,22,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"199",1999,"Idaho",21.5,73,75.6,27,24.4,22.5,20.6,29,19.8,48.6,59.6,21.5,24.3,54.2,74.3,25.7,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"200",2000,"Idaho",22.3,73.8,78.1,26.2,21.9,22.8,21.8,28.4,20.9,48.9,57.2,22.3,24.6,53.1,75.9,24.1,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"201",2001,"Idaho",19.6,78.7,75.9,21.3,24.1,21,18.2,29.7,19.4,49.3,62.4,19.6,24.4,56,77.4,22.6,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"202",2002,"Idaho",20.6,76.4,82.4,23.6,17.6,21.5,19.6,29,19.5,49.5,60.9,20.6,24.2,55.2,79.3,20.7,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"203",2003,"Idaho",19,81.5,76.2,18.5,23.8,19.5,18.4,27.5,19.5,53,62.1,19,23.5,57.6,78.9,21.1,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"204",2004,"Idaho",17.4,77.1,76.1,22.9,23.9,19.2,15.7,27.2,19.6,53.6,64.7,17.4,23.4,59.2,76.6,23.4,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"205",2005,"Idaho",17.9,72.2,76.8,27.8,23.2,19.6,16.3,27.4,18.1,53,65.6,17.9,22.7,59.3,74.3,25.7,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"206",2006,"Idaho",16.8,77.2,76.7,22.8,23.3,18.7,15,25.2,20.8,56.1,64.2,16.8,23,60.2,77,23,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"207",2007,"Idaho",19.1,78.3,73.2,21.7,26.8,20.9,17.4,25.3,19.9,53.8,62.7,19.1,22.6,58.3,76,24,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"208",2008,"Idaho",16.9,74.5,73.2,25.5,26.8,18.3,15.4,24.9,19,56.8,65.6,16.9,21.9,61.2,73.9,26.1,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"209",2009,"Idaho",16.3,74.5,76.6,25.5,23.4,18.7,13.9,24.8,19.4,56.5,66.7,16.3,22.1,61.6,75.4,24.6,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"210",2010,"Idaho",15.7,70.9,73.7,29.1,26.3,16.8,14.6,25.5,20.2,57.7,65.2,15.7,22.9,61.5,72.2,27.8,-114.7420408,44.0682019,43.3182019,43.8182019,44.3182019,44.8182019,-114.7420408,-114.7420408
"211",1996,"Illinois",24.8,80.8,84,19.2,16,26.2,23.5,28.3,18.8,45.4,57.7,24.8,23.4,51.8,82.4,17.6,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"212",1997,"Illinois",23.2,78.1,75.6,21.9,24.4,25,21.5,30.2,21.7,44.8,56.7,23.2,25.8,51,76.9,23.1,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"213",1998,"Illinois",23.1,70.8,76.8,29.2,23.2,25.9,20.6,27.9,22.3,46.1,57.1,23.1,25,51.9,73.6,26.4,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"214",1999,"Illinois",24.2,82.9,80.1,17.1,19.9,27,21.7,26.4,21.4,46.6,56.8,24.2,23.8,51.9,81.6,18.4,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"215",2000,"Illinois",22.3,69.9,75.3,30.1,24.7,24.9,20,25,20.4,50.2,59.6,22.3,22.6,55.1,72.4,27.6,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"216",2001,"Illinois",23.7,71.3,75.8,28.7,24.2,26.7,20.9,26.7,21,46.5,58.1,23.7,23.7,52.5,73.4,26.6,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"217",2002,"Illinois",22.8,77,78.9,23,21.1,26.1,19.8,25.2,20.7,48.7,59.5,22.8,22.9,54.3,77.8,22.2,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"218",2003,"Illinois",23.4,71.9,75,28.1,25,27.2,19.9,28.2,20.8,44.6,59.3,23.4,24.4,52.2,73.2,26.8,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"219",2004,"Illinois",22.2,65.8,74.3,34.2,25.7,26.1,18.6,23,20.2,51,61.2,22.2,21.5,56.2,69.5,30.5,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"220",2005,"Illinois",19.9,69.3,73.7,30.7,26.3,21.1,18.8,27.1,21.1,51.8,60.1,19.9,24,56.1,71.4,28.6,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"221",2006,"Illinois",20.5,65.1,73.9,34.9,26.1,24.2,17,25.8,21.8,50.1,61.2,20.5,23.7,55.8,68.8,31.2,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"222",2007,"Illinois",20.1,65.7,70.8,34.3,29.2,22.1,18.3,27.1,20,50.8,61.6,20.1,23.5,56.4,68.1,31.9,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"223",2008,"Illinois",21.3,70.9,70.7,29.1,29.3,25.4,17.5,26.1,20.9,48.5,61.7,21.3,23.4,55.3,70.8,29.2,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"224",2009,"Illinois",18.6,64.1,65.5,35.9,34.5,20.6,16.7,25.9,20.5,53.5,62.8,18.6,23.1,58.3,64.7,35.3,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"225",2010,"Illinois",16.9,70.2,64.5,29.8,35.5,20.3,13.7,26,21.3,53.7,65,16.9,23.6,59.5,67.8,32.2,-89.3985283,40.6331249,39.8831249,40.3831249,40.8831249,41.3831249,-89.3985283,-89.3985283
"226",1996,"Indiana",28.6,87.9,86.1,12.1,13.9,31.5,26,30.4,17.7,38.1,56.3,28.6,23.7,47.6,87,13,-86.1349019,40.2671941,39.5171941,40.0171941,40.5171941,41.0171941,-86.1349019,-86.1349019
"227",1997,"Indiana",26.4,79.9,84.7,20.1,15.3,29.2,23.7,27.1,20.2,43.6,56.1,26.4,23.5,50.2,82.2,17.8,-86.1349019,40.2671941,39.5171941,40.0171941,40.5171941,41.0171941,-86.1349019,-86.1349019
"228",1998,"Indiana",26,78.6,80.9,21.4,19.1,29.6,22.7,30.6,21.8,39.8,55.5,26,26,48,79.6,20.4,-86.1349019,40.2671941,39.5171941,40.0171941,40.5171941,41.0171941,-86.1349019,-86.1349019
"229",1999,"Indiana",27,83.1,83.9,16.9,16.1,31,23.4,26.9,17.5,42.1,59.1,27,22,51,83.4,16.6,-86.1349019,40.2671941,39.5171941,40.0171941,40.5171941,41.0171941,-86.1349019,-86.1349019
"230",2000,"Indiana",26.9,83.2,82.9,16.8,17.1,28.4,25.5,25.8,19.7,45.8,54.8,26.9,22.6,50.5,83,17,-86.1349019,40.2671941,39.5171941,40.0171941,40.5171941,41.0171941,-86.1349019,-86.1349019
